7.0052910,-0.72544363
7.0144443,-3.6782553
7.0235932,2.0841045
7.0327375,1.2906536
7.0418774,-0.44624507
7.0510129,0.74496580
7.0601439,-0.52300039
7.0692704,0.17308359
7.0783925,-0.52680638
7.0875102,-0.092033431
7.0966234,0.026968910
7.1057321,0.33660256
7.1148364,0.16576593
7.1239362,0.86719201
7.1330315,0.16368522
7.1421224,-0.33562939
7.1512089,0.10264462
7.1602909,-0.21085510
7.1693684,-0.025111693
7.1784415,-0.17318911
7.1875101,0.45115524
7.1965743,-0.14561620
7.2056340,0.29709203
7.2146893,-0.060183633
7.2237401,0.042394893
7.2327865,-0.016377879
7.2418284,-0.15772726
7.2508658,-0.18057594
7.2598988,0.013663135
7.2689273,-0.0068612900
7.2779514,0.14138913
7.2869710,0.32618124
7.2959862,-0.94857012
7.3049969,-0.0096901385
7.3140032,-0.028594043
7.3230050,0.22418520
7.3320023,-0.036876311
7.3409952,-0.10901388
7.3499836,-0.081106021
7.3589676,-0.0025227763
7.3679471,0.33395073
7.3769222,0.37145184
7.3858928,0.13102045
7.3948590,0.031300358
7.4038207,-0.14213081
7.4127779,0.093784840
7.4217307,-0.087238809
7.4306790,0.57351737
7.4396229,-0.032671731
7.4485623,-0.011302992
7.4574973,0.21138793
7.4664278,0.10595704
7.4753539,0.029997546
7.4842755,-0.056630338
7.4931926,0.085508497
7.5021053,0.10623096
7.5110136,-0.053871402
7.5199174,0.026812518
7.5288167,0.050933348
7.5377116,0.024434331
7.5466020,-0.0053324481
7.5554879,0.12165395
7.5643694,0.12691934
7.5732465,0.10299283
7.5821191,-0.0010117030
7.5909872,0.043234062
7.5998509,0.0087994525
7.6087101,0.049935667
7.6175649,-0.039568590
7.6264152,0.047473257
7.6352611,0.098033995
7.6441025,0.10532581
7.6529395,0.11494345
7.6617720,0.028837967
7.6706000,0.14937173
7.6794236,0.052618733
7.6882427,0.27486923
7.6970574,0.10736565
7.7058676,0.23686567
7.7146734,0.44807778
7.7234747,0.24236900
7.7322716,-0.10516315
7.7410640,-0.93683902
7.7498519,1.3767722
7.7586354,-0.76278845
7.7674144,1.3771133
7.7761890,-0.23089055
7.7849591,0.77919490
7.7937248,-0.23050197
7.8024860,0.35200501
7.8112428,0.34436360
7.8199951,0.28407495
7.8287429,-0.0072770148
7.8374863,0.13956759
7.8462252,0.0092883460
7.8549597,0.020847301
7.8636897,-0.014422288
7.8724153,-0.037377325
7.8811364,0.029604589
7.8898531,0.21951771
7.8985653,0.064519779
7.9072730,-0.10353472
7.9159763,0.093123078
7.9246752,0.14802629
7.9333696,0.058529671
7.9420595,0.053915089
7.9507450,0.32187243
7.9594260,0.23204960
7.9681025,0.29674708
7.9767747,0.021832477
7.9854423,-0.0095437457
7.9941055,-0.012752572
8.0027642,0.053774303
8.0114185,0.032237652
8.0200684,0.096747977
8.0287137,0.073718089
8.0373547,0.11877233
8.0459911,0.044791071
8.0546231,0.043061699
8.0632507,0.058104760
8.0718738,0.048672811
8.0804924,0.057154427
8.0891066,0.065955370
8.0977163,0.081348830
8.1063216,0.046008722
8.1149224,0.0046331106
8.1235188,0.071918158
8.1321107,0.16284373
8.1406982,0.057615941
8.1492812,0.063571902
8.1578597,0.0023305196
8.1664338,0.057136089
8.1750034,0.071243658
8.1835686,0.072050675
8.1921293,0.080346012
8.2006856,0.061305003
8.2092374,0.066284792
8.2177848,0.077110513
8.2263277,0.078910767
8.2348661,0.089507403
8.2434001,0.070760154
8.2519297,0.058047970
8.2604547,0.055427452
8.2689754,0.075226682
8.2774915,0.058758075
8.2860033,0.074221542
8.2945105,0.075284320
8.3030133,0.083914142
8.3115117,0.079378527
8.3200056,0.064586368
8.3284950,0.077366121
8.3369800,0.076692509
8.3454605,0.078659421
8.3539366,0.082825482
8.3624082,0.092553274
8.3708754,0.086593601
8.3793381,0.085636950
8.3877963,0.079372486
8.3962501,0.088012670
8.4046995,0.080087782
8.4131444,0.087792650
8.4215848,0.085473198
8.4300208,0.085454323
8.4384523,0.078748662
8.4468793,0.078376073
8.4553020,0.095120216
8.4637201,0.093428528
8.4721338,0.087715365
8.4805431,0.094050556
8.4889478,0.089276367
8.4973482,0.098475036
8.5057441,0.089827047
8.5141355,0.095909947
8.5225224,0.10242623
8.5309050,0.094108877
8.5392830,0.080501710
8.5476566,0.089349852
8.5560258,0.078241108
8.5643904,0.096543126
8.5727507,0.089363102
8.5811065,0.085811813
8.5894578,0.086711423
8.5978047,0.093172802
8.6061471,0.10197468
8.6144850,0.092264842
8.6228185,0.095261545
8.6311476,0.10090739
